timestamp,scene,frame,track_id,class_name,x1,y1,x2,y2,confidence,crossed
2026-04-28 12:56:47.115,scene_1,0,1,person,2192,829,2615,1183,0.7817,0
2026-04-28 12:56:47.115,scene_1,0,2,person,2580,1151,3094,1581,0.7513,1
2026-04-28 12:56:47.115,scene_1,0,3,person,3459,347,3738,558,0.7364,0
2026-04-28 12:56:47.116,scene_1,0,4,person,2882,231,3165,443,0.7166,0
2026-04-28 12:56:47.117,scene_1,0,5,person,2084,32,2369,317,0.7166,0
2026-04-28 12:56:47.117,scene_1,0,6,person,3689,465,3840,762,0.6599,0
2026-04-28 12:56:47.118,scene_1,0,7,person,3136,186,3366,353,0.5377,0
2026-04-28 12:56:48.191,scene_1,1,1,person,2194,832,2616,1180,0.8196,0
2026-04-28 12:56:48.192,scene_1,1,2,person,2579,1148,3093,1579,0.7827,0
2026-04-28 12:56:48.193,scene_1,1,3,person,3470,353,3736,556,0.7322,0
2026-04-28 12:56:48.194,scene_1,1,5,person,2081,31,2351,310,0.7072,0
2026-04-28 12:56:48.194,scene_1,1,4,person,2887,236,3163,442,0.6925,0
2026-04-28 12:56:48.195,scene_1,1,7,person,3132,184,3365,351,0.546,0
2026-04-28 12:56:48.196,scene_1,1,8,person,2171,290,2409,476,0.4908,0
2026-04-28 12:56:48.197,scene_1,1,6,person,3734,489,3845,753,0.4639,0
2026-04-28 12:56:48.198,scene_1,1,9,person,2316,579,2673,943,0.4393,0
2026-04-28 12:56:49.162,scene_1,2,2,person,2580,1144,3093,1575,0.8153,0
2026-04-28 12:56:49.163,scene_1,2,4,person,2890,235,3165,444,0.6908,0
2026-04-28 12:56:49.164,scene_1,2,5,person,2082,29,2356,314,0.6552,0
2026-04-28 12:56:49.164,scene_1,2,7,person,3131,184,3366,354,0.6407,0
2026-04-28 12:56:49.165,scene_1,2,3,person,3452,342,3732,555,0.6186,0
2026-04-28 12:56:49.165,scene_1,2,1,person,2200,829,2622,1174,0.6101,0
2026-04-28 12:56:49.166,scene_1,2,11,person,3712,460,3840,759,0.517,0
2026-04-28 12:56:49.166,scene_1,2,11,person,3712,460,3840,759,0.4665,0
2026-04-28 12:56:49.167,scene_1,2,8,person,2171,288,2410,475,0.4515,0
2026-04-28 12:56:49.168,scene_1,2,10,bicycle,145,288,878,1072,0.4013,0
2026-04-28 12:56:50.056,scene_1,3,2,person,2577,1134,3091,1568,0.8278,0
2026-04-28 12:56:50.058,scene_1,3,5,person,2088,31,2380,324,0.7054,0
2026-04-28 12:56:50.058,scene_1,3,1,person,2201,822,2624,1169,0.6747,0
2026-04-28 12:56:50.059,scene_1,3,4,person,2891,233,3162,440,0.6678,0
2026-04-28 12:56:50.059,scene_1,3,6,person,3748,469,3843,745,0.534,0
2026-04-28 12:56:50.060,scene_1,3,6,person,3748,469,3843,745,0.4511,0
2026-04-28 12:56:50.825,scene_1,4,2,person,2576,1128,3089,1565,0.8109,0
2026-04-28 12:56:50.826,scene_1,4,5,person,2086,37,2376,327,0.7384,0
2026-04-28 12:56:50.827,scene_1,4,1,person,2206,812,2628,1163,0.7016,0
2026-04-28 12:56:50.827,scene_1,4,4,person,2906,235,3163,436,0.6924,0
2026-04-28 12:56:50.828,scene_1,4,8,person,2168,285,2408,474,0.4135,0
2026-04-28 12:56:51.610,scene_1,5,2,person,2573,1124,3086,1560,0.825,0
2026-04-28 12:56:51.611,scene_1,5,5,person,2086,38,2377,327,0.7507,0
2026-04-28 12:56:51.611,scene_1,5,4,person,2902,231,3158,433,0.712,0
2026-04-28 12:56:51.612,scene_1,5,1,person,2207,806,2629,1158,0.6845,0
2026-04-28 12:56:51.612,scene_1,5,11,person,3716,454,3844,741,0.4293,0
2026-04-28 12:56:52.375,scene_1,6,2,person,2571,1121,3084,1556,0.8105,0
2026-04-28 12:56:52.376,scene_1,6,5,person,2087,36,2380,322,0.7638,0
2026-04-28 12:56:52.376,scene_1,6,1,person,2207,801,2629,1153,0.6999,0
2026-04-28 12:56:52.377,scene_1,6,4,person,2907,231,3156,430,0.6913,0
2026-04-28 12:56:52.377,scene_1,6,3,person,3424,312,3723,541,0.5559,0
2026-04-28 12:56:52.377,scene_1,6,11,person,3725,455,3845,740,0.4914,0
2026-04-28 12:56:52.377,scene_1,6,11,person,3725,455,3845,740,0.4893,0
2026-04-28 12:56:53.089,scene_1,7,1,person,2209,798,2629,1149,0.7909,0
2026-04-28 12:56:53.089,scene_1,7,2,person,2572,1119,3083,1553,0.774,0
2026-04-28 12:56:53.090,scene_1,7,5,person,2084,36,2370,316,0.7644,0
2026-04-28 12:56:53.091,scene_1,7,3,person,3422,316,3718,543,0.7578,0
2026-04-28 12:56:53.091,scene_1,7,4,person,2910,230,3153,427,0.7317,0
2026-04-28 12:56:53.092,scene_1,7,11,person,3738,490,3844,750,0.4878,0
2026-04-28 12:56:53.917,scene_1,8,1,person,2208,791,2628,1144,0.8064,0
2026-04-28 12:56:53.919,scene_1,8,5,person,2085,35,2374,316,0.7923,0
2026-04-28 12:56:53.919,scene_1,8,3,person,3423,322,3717,545,0.7709,0
2026-04-28 12:56:53.920,scene_1,8,4,person,2913,229,3151,426,0.7399,0
2026-04-28 12:56:53.921,scene_1,8,2,person,2571,1116,3081,1549,0.7178,0
2026-04-28 12:56:53.922,scene_1,8,11,person,3731,464,3841,741,0.555,0
2026-04-28 12:56:53.922,scene_1,8,9,person,2311,561,2659,913,0.4786,0
2026-04-28 12:56:53.923,scene_1,8,11,person,3731,464,3841,741,0.4699,0
2026-04-28 12:56:54.780,scene_1,9,1,person,2209,789,2629,1140,0.8186,0
2026-04-28 12:56:54.781,scene_1,9,5,person,2082,36,2369,315,0.79,0
2026-04-28 12:56:54.782,scene_1,9,3,person,3422,322,3714,545,0.7578,0
2026-04-28 12:56:54.782,scene_1,9,4,person,2908,228,3147,424,0.7449,0
2026-04-28 12:56:54.783,scene_1,9,2,person,2571,1114,3079,1545,0.7087,0
2026-04-28 12:56:54.784,scene_1,9,9,person,2312,558,2659,911,0.5795,0
2026-04-28 12:56:55.603,scene_1,10,3,person,3419,322,3709,543,0.8226,0
2026-04-28 12:56:55.604,scene_1,10,5,person,2079,37,2359,315,0.7867,0
2026-04-28 12:56:55.604,scene_1,10,1,person,2214,792,2632,1138,0.783,0
2026-04-28 12:56:55.604,scene_1,10,4,person,2907,228,3145,424,0.7489,0
2026-04-28 12:56:55.604,scene_1,10,2,person,2570,1110,3077,1540,0.724,0
2026-04-28 12:56:55.604,scene_1,10,14,person,3679,435,3839,741,0.606,0
2026-04-28 12:56:55.604,scene_1,10,14,person,3679,435,3839,741,0.4812,0
